Erde_x, Erde_y, Erde_v_x, Erde_v_y, Mond_x, Mond_y, Mond_v_x, Mond_v_y, Zeit
1529203.821,431436.772,9.230,4.067,260073606.026,284809591.418,-750.423,691.385,313000.000
1538433.955,435503.303,9.252,4.091,259323183.336,285500976.740,-752.238,689.389,314000.000
1547686.417,439594.394,9.275,4.116,258570945.349,286190365.380,-754.048,687.387,315000.000
1556961.141,443710.103,9.297,4.140,257816897.383,286877752.494,-755.853,685.381,316000.000
1566258.062,447850.491,9.319,4.165,257061044.769,287563133.255,-757.652,683.370,317000.000
1575577.115,452015.615,9.341,4.190,256303392.851,288246502.848,-759.446,681.354,318000.000
1584918.233,456205.536,9.363,4.215,255543946.986,288927856.471,-761.234,679.333,319000.000
1594281.350,460420.312,9.385,4.240,254782712.543,289607189.339,-763.018,677.307,320000.000
1603666.401,464660.002,9.407,4.265,254019694.907,290284496.680,-764.795,675.277,321000.000
1613073.318,468924.664,9.429,4.290,253254899.472,290959773.735,-766.568,673.242,322000.000
1622502.036,473214.356,9.450,4.315,252488331.647,291633015.762,-768.335,671.202,323000.000
1631952.487,477529.138,9.472,4.340,251719996.852,292304218.030,-770.096,669.158,324000.000
1641424.604,481869.066,9.494,4.365,250949900.521,292973375.826,-771.852,667.109,325000.000
1650918.322,486234.199,9.515,4.390,250178048.102,293640484.448,-773.603,665.055,326000.000
1660433.572,490624.595,9.537,4.416,249404445.051,294305539.212,-775.348,662.996,327000.000
1669970.288,495040.310,9.558,4.441,248629096.842,294968535.444,-777.088,660.933,328000.000
1679528.401,499481.402,9.579,4.467,247852008.959,295629468.489,-778.822,658.865,329000.000
1689107.845,503947.928,9.601,4.492,247073186.896,296288333.703,-780.551,656.793,330000.000
1698708.551,508439.945,9.622,4.518,246292636.165,296945126.460,-782.274,654.716,331000.000
1708330.451,512957.511,9.643,4.543,245510362.286,297599842.145,-783.991,652.634,332000.000
1717973.478,517500.680,9.664,4.569,244726370.793,298252476.161,-785.704,650.548,333000.000
1727637.564,522069.510,9.685,4.595,243940667.232,298903023.923,-787.410,648.457,334000.000
1737322.639,526664.057,9.706,4.620,243153257.162,299551480.861,-789.111,646.362,335000.000
1747028.636,531284.377,9.727,4.646,242364146.152,300197842.422,-790.806,644.262,336000.000
1756755.485,535930.526,9.748,4.672,241573339.787,300842104.067,-792.496,642.157,337000.000
1766503.118,540602.560,9.768,4.698,240780843.662,301484261.269,-794.180,640.048,338000.000
1776271.467,545300.533,9.789,4.724,239986663.383,302124309.519,-795.859,637.935,339000.000
1786060.461,550024.501,9.810,4.750,239190804.570,302762244.322,-797.532,635.817,340000.000
1795870.031,554774.520,9.830,4.776,238393272.855,303398061.198,-799.199,633.694,341000.000
1805700.109,559550.644,9.851,4.802,237594073.880,304031755.681,-800.861,631.568,342000.000
1815550.625,564352.928,9.871,4.828,236793213.302,304663323.322,-802.517,629.436,343000.000
1825421.508,569181.427,9.891,4.855,235990696.788,305292759.684,-804.167,627.301,344000.000
1835312.689,574036.194,9.911,4.881,235186530.017,305920060.348,-805.811,625.161,345000.000
1845224.098,578917.285,9.932,4.907,234380718.680,306545220.909,-807.450,623.016,346000.000
1855155.666,583824.752,9.952,4.934,233573268.481,307168236.976,-809.083,620.867,347000.000
1865107.320,588758.651,9.972,4.960,232764185.134,307789104.175,-810.711,618.714,348000.000
1875078.992,593719.034,9.992,4.987,231953474.366,308407818.146,-812.332,616.556,349000.000
1885070.611,598705.955,10.011,5.014,231141141.916,309024374.545,-813.948,614.394,350000.000
1895082.105,603719.467,10.031,5.040,230327193.532,309638769.042,-815.559,612.228,351000.000
1905113.404,608759.624,10.051,5.067,229511634.978,310250997.323,-817.163,610.058,352000.000
1915164.437,613826.477,10.071,5.094,228694472.026,310861055.089,-818.762,607.883,353000.000
1925235.133,618920.081,10.090,5.120,227875710.460,311468938.059,-820.354,605.704,354000.000
1935325.421,624040.486,10.110,5.147,227055356.078,312074641.962,-821.941,603.521,355000.000
1945435.228,629187.747,10.129,5.174,226233414.687,312678162.547,-823.523,601.333,356000.000
1955564.484,634361.914,10.149,5.201,225409892.106,313279495.578,-825.098,599.141,357000.000
1965713.117,639563.040,10.168,5.228,224584794.166,313878636.831,-826.667,596.945,358000.000
1975881.055,644791.176,10.187,5.255,223758126.709,314475582.101,-828.231,594.745,359000.000
1986068.226,650046.374,10.206,5.282,222929895.588,315070327.198,-829.789,592.541,360000.000
1996274.557,655328.685,10.225,5.309,222100106.668,315662867.946,-831.341,590.332,361000.000
2006499.977,660638.161,10.244,5.337,221268765.824,316253200.185,-832.887,588.120,362000.000
2016744.413,665974.853,10.263,5.364,220435878.943,316841319.773,-834.427,585.903,363000.000
2027007.793,671338.810,10.282,5.391,219601451.924,317427222.580,-835.961,583.682,364000.000
2037290.043,676730.084,10.301,5.419,218765490.675,318010904.495,-837.490,581.457,365000.000
2047591.092,682148.726,10.320,5.446,217928001.118,318592361.420,-839.012,579.228,366000.000
2057910.866,687594.785,10.338,5.474,217088989.183,319171589.275,-840.528,576.995,367000.000
2068249.292,693068.311,10.357,5.501,216248460.813,319748583.994,-842.039,574.758,368000.000
2078606.296,698569.354,10.376,5.529,215406421.960,320323341.527,-843.543,572.516,369000.000
2088981.806,704097.964,10.394,5.556,214562878.590,320895857.842,-845.042,570.271,370000.000
2099375.748,709654.191,10.412,5.584,213717836.676,321466128.920,-846.534,568.022,371000.000
2109788.048,715238.083,10.431,5.612,212871302.206,322034150.759,-848.021,565.769,372000.000
2120218.633,720849.689,10.449,5.639,212023281.175,322599919.374,-849.502,563.511,373000.000
2130667.429,726489.059,10.467,5.667,211173779.591,323163430.794,-850.976,561.250,374000.000
2141134.361,732156.240,10.485,5.695,210322803.472,323724681.065,-852.445,558.985,375000.000
2151619.356,737851.282,10.503,5.723,209470358.846,324283666.251,-853.907,556.716,376000.000
2162122.338,743574.233,10.521,5.751,208616451.753,324840382.427,-855.364,554.443,377000.000
2172643.235,749325.140,10.539,5.779,207761088.243,325394825.690,-856.814,552.166,378000.000
2183181.971,755104.051,10.557,5.807,206904274.375,325946992.148,-858.258,549.886,379000.000
2193738.472,760911.015,10.574,5.835,206046016.222,326496877.928,-859.696,547.601,380000.000
2204312.662,766746.079,10.592,5.863,205186319.864,327044479.174,-861.128,545.313,381000.000
2214904.467,772609.289,10.609,5.891,204325191.392,327589792.042,-862.554,543.021,382000.000
2225513.812,778500.693,10.627,5.920,203462636.910,328132812.709,-863.974,540.725,383000.000
2236140.622,784420.338,10.644,5.948,202598662.529,328673537.366,-865.388,538.425,384000.000
2246784.821,790368.270,10.662,5.976,201733274.371,329211962.220,-866.796,536.121,385000.000
2257446.334,796344.536,10.679,6.005,200866478.571,329748083.495,-868.197,533.814,386000.000
2268125.085,802349.182,10.696,6.033,199998281.270,330281897.431,-869.593,531.503,387000.000
2278820.999,808382.254,10.713,6.062,199128688.621,330813400.284,-870.982,529.188,388000.000
2289534.000,814443.798,10.730,6.090,198257706.789,331342588.327,-872.365,526.870,389000.000
2300264.011,820533.860,10.747,6.119,197385341.946,331869457.850,-873.742,524.547,390000.000
2311010.958,826652.485,10.764,6.147,196511600.276,332394005.158,-875.112,522.221,391000.000
2321774.763,832799.718,10.781,6.176,195636487.972,332916226.573,-876.477,519.892,392000.000
2332555.350,838975.604,10.797,6.205,194760011.237,333436118.435,-877.835,517.559,393000.000
2343352.644,845180.189,10.814,6.233,193882176.284,333953677.098,-879.187,515.222,394000.000
2354166.567,851413.516,10.830,6.262,193002989.336,334468898.934,-880.533,512.881,395000.000
2364997.042,857675.631,10.847,6.291,192122456.626,334981780.331,-881.872,510.537,396000.000
2375843.994,863966.577,10.863,6.320,191240584.396,335492317.695,-883.205,508.190,397000.000
2386707.345,870286.398,10.880,6.349,190357378.898,336000507.447,-884.533,505.839,398000.000
2397587.018,876635.138,10.896,6.378,189472846.395,336506346.026,-885.853,503.484,399000.000
2408482.935,883012.842,10.912,6.407,188586993.156,337009829.885,-887.168,501.126,400000.000
2419395.021,889419.551,10.928,6.436,187699825.465,337510955.498,-888.476,498.764,401000.000
2430323.196,895855.310,10.944,6.465,186811349.610,338009719.352,-889.778,496.399,402000.000
2441267.385,902320.162,10.960,6.494,185921571.892,338506117.952,-891.073,494.030,403000.000
2452227.508,908814.149,10.976,6.523,185030498.620,339000147.821,-892.363,491.658,404000.000
2463203.490,915337.313,10.992,6.552,184138136.114,339491805.498,-893.645,489.282,405000.000
2474195.250,921889.698,11.007,6.582,183244490.700,339981087.538,-894.922,486.903,406000.000
2485202.713,928471.344,11.023,6.611,182349568.717,340467990.513,-896.192,484.521,407000.000
2496225.799,935082.295,11.039,6.640,181453376.512,340952511.014,-897.456,482.135,408000.000
2507264.430,941722.592,11.054,6.670,180555920.440,341434645.646,-898.714,479.745,409000.000
2518318.529,948392.277,11.069,6.699,179657206.866,341914391.033,-899.965,477.353,410000.000
2529388.017,955091.390,11.085,6.729,178757242.164,342391743.815,-901.209,474.957,411000.000
2540472.814,961819.974,11.100,6.758,177856032.718,342866700.650,-902.448,472.558,412000.000
2551572.844,968578.068,11.115,6.788,176953584.921,343339258.212,-903.680,470.155,413000.000
2562688.026,975365.713,11.130,6.817,176049905.172,343809413.192,-904.905,467.749,414000.000
2573818.282,982182.951,11.145,6.847,175144999.884,344277162.299,-906.124,465.340,415000.000
2584963.534,989029.821,11.160,6.877,174238875.474,344742502.258,-907.337,462.928,416000.000
2596123.701,995906.364,11.175,6.906,173331538.370,345205429.813,-908.543,460.512,417000.000
2607298.705,1002812.618,11.190,6.936,172422995.010,345665941.723,-909.743,458.093,418000.000
2618488.467,1009748.625,11.204,6.966,171513251.839,346124034.765,-910.937,455.671,419000.000
2629692.907,1016714.422,11.219,6.996,170602315.311,346579705.733,-912.123,453.246,420000.000
2640911.946,1023710.051,11.234,7.025,169690191.889,347032951.440,-913.304,450.817,421000.000
2652145.503,1030735.549,11.248,7.055,168776888.045,347483768.713,-914.478,448.386,422000.000
2663393.501,1037790.955,11.262,7.085,167862410.258,347932154.399,-915.645,445.951,423000.000
2674655.857,1044876.308,11.277,7.115,166946765.018,348378105.362,-916.806,443.513,424000.000
2685932.494,1051991.646,11.291,7.145,166029958.821,348821618.481,-917.961,441.072,425000.000
2697223.330,1059137.008,11.305,7.175,165111998.174,349262690.656,-919.109,438.628,426000.000
2708528.285,1066312.431,11.319,7.206,164192889.589,349701318.800,-920.250,436.181,427000.000
2719847.280,1073517.953,11.333,7.236,163272639.589,350137499.848,-921.385,433.731,428000.000
2731180.234,1080753.611,11.347,7.266,162351254.706,350571230.750,-922.513,431.278,429000.000
2742527.066,1088019.444,11.361,7.296,161428741.477,351002508.472,-923.635,428.822,430000.000
2753887.697,1095315.488,11.374,7.326,160505106.449,351431330.001,-924.750,426.362,431000.000
2765262.045,1102641.779,11.388,7.357,159580356.179,351857692.339,-925.859,423.900,432000.000
2776650.029,1109998.355,11.402,7.387,158654497.229,352281592.506,-926.961,421.435,433000.000
2788051.569,1117385.252,11.415,7.417,157727536.170,352703027.539,-928.057,418.967,434000.000
2799466.585,1124802.506,11.428,7.448,156799479.582,353121994.495,-929.146,416.496,435000.000
2810894.994,1132250.153,11.442,7.478,155870334.053,353538490.446,-930.228,414.022,436000.000
2822336.716,1139728.229,11.455,7.509,154940106.177,353952512.482,-931.304,411.545,437000.000
2833791.669,1147236.769,11.468,7.539,154008802.558,354364057.711,-932.373,409.066,438000.000
2845259.773,1154775.810,11.481,7.570,153076429.807,354773123.259,-933.435,406.583,439000.000
2856740.945,1162345.385,11.494,7.600,152142994.542,355179706.271,-934.491,404.098,440000.000
2868235.105,1169945.530,11.507,7.631,151208503.391,355583803.905,-935.540,401.609,441000.000
2879742.170,1177576.280,11.520,7.661,150272962.986,355985413.342,-936.583,399.118,442000.000
2891262.060,1185237.669,11.533,7.692,149336379.971,356384531.778,-937.619,396.625,443000.000
2902794.692,1192929.732,11.545,7.723,148398760.994,356781156.428,-938.648,394.128,444000.000
2914339.984,1200652.501,11.558,7.754,147460112.713,357175284.523,-939.671,391.629,445000.000
2925897.854,1208406.012,11.570,7.784,146520441.791,357566913.313,-940.687,389.127,446000.000
2937468.221,1216190.298,11.583,7.815,145579754.902,357956040.066,-941.696,386.622,447000.000
2949051.002,1224005.392,11.595,7.846,144638058.724,358342662.068,-942.699,384.115,448000.000
2960646.115,1231851.328,11.607,7.877,143695359.944,358726776.621,-943.695,381.604,449000.000
2972253.478,1239728.137,11.620,7.908,142751665.255,359108381.048,-944.684,379.092,450000.000
2983873.007,1247635.854,11.632,7.939,141806981.360,359487472.688,-945.666,376.576,451000.000
2995504.622,1255574.511,11.644,7.970,140861314.966,359864048.897,-946.642,374.058,452000.000
3007148.238,1263544.139,11.656,8.001,139914672.790,360238107.051,-947.611,371.537,453000.000
3018803.774,1271544.771,11.667,8.032,138967061.554,360609644.542,-948.574,369.014,454000.000
3030471.146,1279576.439,11.679,8.063,138018487.987,360978658.783,-949.529,366.488,455000.000
3042150.272,1287639.175,11.691,8.094,137068958.827,361345147.202,-950.478,363.960,456000.000
3053841.069,1295733.009,11.702,8.125,136118480.818,361709107.245,-951.420,361.429,457000.000
3065543.453,1303857.973,11.714,8.156,135167060.709,362070536.379,-952.355,358.896,458000.000
3077257.342,1312014.098,11.725,8.187,134214705.260,362429432.087,-953.284,356.360,459000.000
3088982.653,1320201.415,11.737,8.219,133261421.233,362785791.869,-954.206,353.821,460000.000
3100719.302,1328419.954,11.748,8.250,132307215.401,363139613.245,-955.121,351.281,461000.000
3112467.205,1336669.745,11.759,8.281,131352094.542,363490893.753,-956.029,348.737,462000.000
3124226.280,1344950.819,11.770,8.312,130396065.439,363839630.948,-956.931,346.191,463000.000
3135996.442,1353263.205,11.781,8.344,129439134.884,364185822.404,-957.825,343.643,464000.000
3147777.609,1361606.933,11.792,8.375,128481309.675,364529465.713,-958.713,341.093,465000.000
3159569.696,1369982.033,11.803,8.407,127522596.617,364870558.486,-959.594,338.540,466000.000
3171372.620,1378388.533,11.814,8.438,126563002.520,365209098.351,-960.468,335.985,467000.000
3183186.297,1386826.463,11.824,8.469,125602534.201,365545082.955,-961.336,333.427,468000.000
3195010.642,1395295.851,11.835,8.501,124641198.484,365878509.962,-962.196,330.867,469000.000
3206845.573,1403796.725,11.845,8.532,123679002.199,366209377.055,-963.050,328.305,470000.000
3218691.004,1412329.115,11.856,8.564,122715952.183,366537681.937,-963.897,325.740,471000.000
3230546.852,1420893.047,11.866,8.596,121752055.278,366863422.328,-964.737,323.174,472000.000
3242413.033,1429488.551,11.876,8.627,120787318.332,367186595.964,-965.570,320.605,473000.000
3254289.461,1438115.653,11.887,8.659,119821748.201,367507200.604,-966.396,318.033,474000.000
3266176.053,1446774.380,11.897,8.690,118855351.745,367825234.021,-967.216,315.460,475000.000
3278072.725,1455464.761,11.907,8.722,117888135.832,368140694.009,-968.028,312.884,476000.000
3289979.391,1464186.821,11.917,8.754,116920107.334,368453578.379,-968.834,310.307,477000.000
3301895.967,1472940.588,11.926,8.786,115951273.130,368763884.963,-969.633,307.727,478000.000
3313822.369,1481726.089,11.936,8.817,114981640.106,369071611.608,-970.425,305.145,479000.000
3325758.512,1490543.348,11.946,8.849,114011215.151,369376756.181,-971.210,302.560,480000.000
3337704.310,1499392.393,11.955,8.881,113040005.163,369679316.567,-971.988,299.974,481000.000
3349659.679,1508273.248,11.965,8.913,112068017.043,369979290.671,-972.759,297.386,482000.000
3361624.534,1517185.940,11.974,8.945,111095257.700,370276676.416,-973.524,294.795,483000.000
3373598.791,1526130.495,11.984,8.976,110121734.047,370571471.741,-974.281,292.203,484000.000
3385582.363,1535106.936,11.993,9.008,109147453.002,370863674.607,-975.032,289.608,485000.000
3397575.165,1544115.289,12.002,9.040,108172421.492,371153282.991,-975.775,287.012,486000.000
3409577.113,1553155.579,12.011,9.072,107196646.445,371440294.890,-976.512,284.413,487000.000
3421588.122,1562227.829,12.020,9.104,106220134.798,371724708.320,-977.241,281.813,488000.000
3433608.105,1571332.065,12.029,9.136,105242893.492,372006521.313,-977.964,279.211,489000.000
3445636.977,1580468.310,12.038,9.168,104264929.473,372285731.923,-978.680,276.606,490000.000
3457674.653,1589636.587,12.046,9.200,103286249.692,372562338.221,-979.389,274.000,491000.000
3469721.047,1598836.921,12.055,9.232,102306861.107,372836338.295,-980.090,271.392,492000.000
3481776.074,1608069.335,12.064,9.265,101326770.679,373107730.256,-980.785,268.782,493000.000
3493839.648,1617333.851,12.072,9.297,100345985.376,373376512.228,-981.473,266.170,494000.000
3505911.683,1626630.493,12.080,9.329,99364512.171,373642682.359,-982.154,263.556,495000.000
3517992.093,1635959.282,12.089,9.361,98382358.040,373906238.812,-982.828,260.941,496000.000
3530080.793,1645320.242,12.097,9.393,97399529.966,374167179.771,-983.495,258.324,497000.000
3542177.696,1654713.395,12.105,9.425,96416034.937,374425503.438,-984.155,255.705,498000.000
3554282.717,1664138.761,12.113,9.458,95431879.943,374681208.033,-984.808,253.084,499000.000
3566395.769,1673596.364,12.121,9.490,94447071.984,374934291.795,-985.454,250.461,500000.000
3578516.767,1683086.224,12.129,9.522,93461618.060,375184752.983,-986.093,247.837,501000.000
